Exercise Name,Equipment,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,No_of_Sets,No_of_Reps,BMI
Inverse Leg Curl,Self-assisted,Basic,Isolated,Pull,"Place elevated platform in front of glute-hamstring apparatus. Adjust padded supports and kneel upright in apparatus. Position knees against large roller pad or near-upper side of padded hump (depending on model), ankles between padded supports, and feet on platform.","Lower body with hips straight by slowly straightening knees. Position hands forward, ready to push body weight back up off of surface. Control descent only with hamstrings as low as possible before catching body by quickly placing hands on elevated platform and rapidly pushing off against platform, just enough to assist hamstrings in raising body upward. Return to upright kneeling position and repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, Erector Spinae, ",Thighs,3,Hamstrings,5,10,23.21510055
Leg Curl,Suspended,Basic or Auxiliary,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.",Pull heels toward rear end by bending knees and hips simultaneously. Return to original position by straightening knees and hips. Repeat.,"Hamstrings,","Gluteus Maximus, Erector Spinae, ",Thighs,2,Hamstrings,3,10,23.9380031
Hanging Leg Curl,Suspended,Basic or Auxiliary,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.",Pull heels toward rear end by bending knees and hips simultaneously. Return to original position by straightening knees and hips. Repeat.,"Hamstrings,","Gluteus Maximus, Erector Spinae, ",Thighs,3,Hamstrings,4,8,22.09277446
Straight Hip Leg Curl,Suspended,Basic or Auxiliary,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.","Bend knees, pulling heels toward rear end while keeping hips and low back straight. Raise up until lower legs are vertical or fully flexed. Lower body to original position by straightening knees, maintaining straight hip position. Repeat.","Hamstrings,","Gluteus Maximus, Erector Spinae, ",Thighs,3,Hamstrings,3,12,22.68439353
Hip Adduction,Cable,Auxiliary,Isolated,Pull,Stand in front of low pulley facing to one side. Attach cable cuff to near ankle. Step out away from stack with wide stance and grasp ballet bar. Stand on far foot and allow near leg to be Pulled toward low pulley.,Move near leg just in front of far leg by abduction hip. Return and repeat. Turn around and continue with opposite leg.,"Hip Adductors,","Adductors, Hip (opposite), ",Thighs,2,Adductors,3,6,22.64068244
Seated Hip Adduction,Lever (plate loaded),Auxiliary,Isolated,Pull,Sit on seat and lift one leg onto padded lever. Lean back onto back pad. Grasp handles attatched to leg levers. Push handles together and raise other leg onto other padded lever. Release leg lever handles and grasp other handles to each side.,Move legs together until leg levers make contact. Allow legs to seperate far apart until slight stretch and repeat.,"Hip Adductors,","No significant stabilizers, ",Thighs,2,Adductors,4,8,22.78153849
Seated Hip Adduction,Lever (selectorized),Auxiliary,Isolated,Pull,"Sit in machine with legs outside of vertical center pads. If available, place heels on foot bars. Disengage and pull lever brace to position legs apart until slight stretch is felt. Engage lever into locked position. Lie back and grasp bars to sides.",Move legs together. Return and repeat.,"Hip Adductors,","No significant stabilizers, ",Thighs,2,Adductors,4,6,23.41078174
Standing Hip Adduction,Lever (selectorized),Auxiliary,Isolated,Pull,Adjust platform so lever fulcrum is same height as hip articulation. Adjust roller pad to side position. Face machine and grasp bars to sides. Place inside of thigh on roller pad and remain standing on supporting leg.,Move leg toward and across supporting leg Return and repeat. Reposition roller pad lever and continue with opposite leg.,"Hip Adductors,","Adductors, Hip,",Thighs,2,Adductors,5,11,23.81624628
Lying Hip Adduction,Weighted,Auxiliary,Isolated,Pull,"Sit on floor or mat with bar, weight plates loaded on one side. Sit on hip with knees bent and place bar on inside of shoe with weight plate beyond foot. Holding on to opposite end of bar, lie on side with weighted leg extended out straight and upper leg extended behind.",Raise weighted leg up off floor as high as possible while balanciong bar inside of foot and holding onto nearest side of bar. Return to floor and repeat. Repeat and continue with opposite leg.,"Hip Adductors,","Adductors, Hip,",Thighs,2,Adductors,5,12,23.62301792
Standing Calf Raise,Barbell,Basic,Isolated,Push,Set barbell on power rack upper chest height with calf block under barbell. Position back of shoulders under barbell with both hands to sides. Position toes and balls of feet on calf block with arches and heels extending off. Lean barbell against rack and raise from supports by extending knees and hips. Support barbell against verticals with both hands to sides.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","No significant stabilizers, ",Calves,2,"Gastrocnemius, Soleus",4,12,22.8556143
Standing Calf Raise,Cable,Basic,Isolated,Push,Place cable belt or dip belt around waist. Kneel before low pulley and attach belt to cable. Stand on calf block and grasp support bar for balance. Position toes and balls of feet on calf block with arches and heels extending off.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","No significant stabilizers, ",Calves,2,"Gastrocnemius, Soleus",3,6,23.01726146
Standing Calf Raise:  One Arm Single Leg Calf Raise,Cable,Basic or Auxiliary,Isolated,Push,Stand facing low pulley with platform on floor. Bend over and grasp stirrup attachment with one hand. Stand on edge of platform and grasp support bar for balance. Position toes and balls of feet on platform with arches and heels extending off. Lift one leg up off of floor.,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat.,"Gastrocnemius,","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Calves,3,"Gastrocnemius, Soleus",3,11,23.80724869
Standing Calf Raise,Dumbbell,Basic,Isolated,Push,Grasp dumbbell in one hand to side. Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, ",Calves,2,"Gastrocnemius, Soleus",5,9,23.10299842
Standing Calf Raise:  Single Leg,Dumbbell,Basic or Auxiliary,Isolated,Push,Grasp dumbbell in one hand to side. Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance. Lift other leg to rear by bending knee.,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat. Continue with opposite leg.,"Gastrocnemius,","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Calves,3,"Gastrocnemius, Soleus",4,10,22.7133023
45° Calf Press,Lever (plate loaded),Basic,Isolated,Push,Sit on seat with back on padded support. Place feet on platform. Grasp handles to sides and extend hips and knees. Place toes and balls of feet on lower portion of platform with heels and arches extending off.,Push platform by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","No significant stabilizers, ",Calves,3,"Gastrocnemius, Soleus",4,11,22.31643672
Calf Extension,Lever (plate loaded),Basic,Isolated,Push,Sit on seat and position forefeet on lever platform. Grasp handles to sides and straighten knees.,Push lever by extending ankle as far as possible. Return by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","No significant stabilizers, ",Calves,2,"Gastrocnemius, Soleus",5,8,23.50866925
Seated Calf Press,Lever (plate loaded),Basic,Isolated,Push,Place seat away from platform. Sit on seat with lower back against back of seat. Place toes and balls of feet on lower portion of platform(s) with heels and arches extending off. Grasp handles to sides and straighten knees.,Push lever platform(s) by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","No significant stabilizers, ",Calves,2,"Soleus, Gastrocnemius",5,6,23.02126456
Standing Calf Raise,Lever (plate loaded),Basic,Isolated,Push,Place shoulders under padded lever. Position toes and balls of feet on calf block with arches and heels extending off. Grasp handles or sides of padded lever. Stand erect by extending hips and knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ",Calves,2,"Gastrocnemius, Soleus",5,8,22.66673824
45° Calf Raise,Lever (selectorized),Basic,Isolated,Push,Sit on machine with low back against padding and grasp handles to sides. Position toes and balls of feet on lower portion of platform or foot bar with arches and heels extending off. Straighten knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","No significant stabilizers, ",Calves,3,"Gastrocnemius, Soleus",3,11,23.82299511
Calf Extension,Lever (selectorized),Basic,Isolated,Push,Sit on seat and position forefeet on horizontal foot bar. Grasp handles to sides and straighten knees.,Push lever by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","No significant stabilizers, ",Calves,2,"Gastrocnemius, Soleus",3,12,22.69686377
Donkey Calf Raise,Lever (selectorized),Basic,Isolated,Push,Position lower back and hips under padded lever. Place forearms on supports. Position toes and balls of feet on calf block with arches and heels extending off. Straighten knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","Serratus Anterior, Pectoralis Minor, Pectoralis Major, Sternal, Pectoralis Major, Clavicular, Coracobrachialis, ",Calves,3,"Gastrocnemius, Soleus",4,11,23.75851638
Seated Calf Press,Lever (selectorized),Basic,Isolated,Push,Place seat away from platform. Sit on seat with lower back against back of seat. Place toes and balls of feet on lower portion of platform with heels and arches extending off. Grasp handles to sides and straighten knees.,Push lever by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","No significant stabilizers, ",Calves,2,"Soleus, Gastrocnemius",4,8,22.12511951
Standing Calf Raise,Lever (selectorized),Basic,Isolated,Push,Place shoulders under padded lever. Position toes and balls of feet on calf block with arches and heels extending off. Grasp handles or sides of padded lever. Stand erect by extending hips and knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ",Calves,2,"Gastrocnemius, Soleus",4,11,23.69508684
